Item_to_craft,a,item_id_1,b,item_id_2,c,item_id_3,d,item_id_4,e,item_id_5,f,item_id_6,g,item_id_7,h,item_id_8
11574,1,11572,5,311,5,1730,5,1731,5,1973,5,1977,5,1978,6,1974
11700,1,2378,1,1462,1,10208,1,10211,1,10219,1,10217,1,10218,1,10215
11701,1,2364,1,1462,1,10216,1,10214,1,10210,1,10213,1,10209,1,10212
11704,1,11702,,,,,,,,,,,,,,
11722,1,11711,,,,,,,,,,,,,,
11723,1,10715,1,9941,1,11718,5,750,5,7663,25,2636,100,1953,100,1826
11737,1,11715,,,,,,,,,,,,,,
11738,1,9941,1,11716,1,10715,5,750,5,7663,25,2636,100,1953,100,1826
11739,1,11719,,,,,,,,,,,,,,
11741,1,11720,1,10715,1,9941,5,7663,5,750,25,2636,100,1953,100,1826
11742,1,10715,1,11728,1,9941,5,7663,5,750,25,2636,100,1826,100,1953
11744,1,11727,,,,,,,,,,,,,,
11763,1,11755,,,,,,,,,,,,,,
11765,1,9941,1,11762,1,10715,5,750,5,7663,25,2636,100,1953,100,1826
11768,1,11729,,,,,,,,,,,,,,
11769,1,11767,1,9941,1,10715,5,750,5,7663,25,2636,100,1953,100,1826
11777,1,11775,,,,,,,,,,,,,,
11778,1,11776,1,9941,1,10715,5,750,5,7663,25,2636,100,1826,100,1953
11783,1,11781,,,,,,,,,,,,,,
11784,1,9941,1,10715,1,11782,5,750,5,7663,25,2636,100,1953,100,1826
11800,1,11804,,,,,,,,,,,,,,
11802,1,10715,1,9941,1,11801,5,7663,5,750,25,2636,100,1826,100,1953
11805,1,11809,,,,,,,,,,,,,,
11807,1,9941,1,10715,1,11806,5,7663,5,750,25,2636,100,1953,100,1826
12749,1,12747,,,,,,,,,,,,,,
12751,1,9941,1,10715,1,12748,5,750,5,7663,25,2636,100,1953,100,1826
12763,1,9941,1,10715,1,12762,5,750,5,7663,25,2636,100,1953,100,1826
12765,1,12761,,,,,,,,,,,,,,
12821,1,12818,,,,,,,,,,,,,,
12822,1,9941,1,10715,1,12820,5,7663,5,750,25,2636,100,1953,100,1826
12824,1,12817,,,,,,,,,,,,,,
12825,1,10715,1,12819,1,9941,5,750,5,7663,25,2636,100,1826,100,1953
13069,1,13047,,,,,,,,,,,,,,
13070,1,13057,,,,,,,,,,,,,,
13071,1,13062,,,,,,,,,,,,,,
13072,1,9941,1,10715,1,13053,5,7663,5,750,25,2636,100,1826,100,1953
13073,1,13048,1,10715,1,9941,5,7663,5,750,25,2636,100,1826,100,1953
13074,1,10715,1,9941,1,13058,5,7663,5,750,25,2636,100,1826,100,1953
13075,1,9941,1,13063,1,10715,5,7663,5,750,25,2636,100,1826,100,1953
13080,1,13052,,,,,,,,,,,,,,
13106,10,302,25,13100,80,304,100,384,150,385,,,,,,
13107,10,302,25,13100,50,366,55,367,60,301,,,,,,
13108,10,302,25,13100,35,387,40,388,45,486,,,,,,
13109,5,10832,15,2252,20,302,37,13100,70,431,200,447,,,,
13110,1,10664,5,792,15,302,37,13100,60,435,100,434,,,,
13111,1,1675,15,302,20,430,25,2336,37,13100,60,310,,,,
13112,1,2805,5,8396,20,302,50,13100,60,291,60,440,60,439,,
13166,1,8934,6,13178,6,11526,18,11532,23,7411,29,8796,38,9278,40,7028
13167,1,6988,6,13178,15,9401,16,8798,23,6738,24,8082,26,7393,97,8058
13168,1,8863,5,13177,16,8398,21,7408,22,7410,26,8803,36,9279,39,7027
13169,1,8869,6,2525,8,13178,9,2561,19,7026,20,7384,33,8084,96,8785
13170,1,9394,6,13178,8,8998,9,2299,10,2580,20,7026,24,8054,24,7403
13171,2,13176,2,7284,2,7312,7,7032,9,7059,9,7287,10,7260,15,7297
13172,5,7224,,,,,,,,,,,,,,
13173,5,7223,,,,,,,,,,,,,,
13174,5,7222,,,,,,,,,,,,,,
13175,5,7225,,,,,,,,,,,,,,
13176,3,13172,3,13173,3,13175,3,13174,,,,,,,,
13183,1,1983,1,311,1,13179,1,1985,1,1986,2,7046,2,1984,2,2012
13184,1,13180,2,1983,2,1986,2,1985,2,2012,2,1984,3,7046,3,311
13185,1,13181,2,2012,2,1985,3,311,3,1983,4,1986,4,7046,4,1984
13186,1,13182,3,1983,3,1985,3,311,4,2012,4,1986,4,1984,5,7046
13187,1,13183,1,311,2,7047,2,1977,2,7045,3,1978,3,1731,4,1973
13188,1,13184,3,311,3,1977,4,7047,4,1731,4,1973,4,7045,5,1978
13189,1,13185,4,1977,5,7047,5,1973,5,1731,5,7045,5,311,7,1978
13190,1,13186,5,311,6,1977,6,7047,6,1731,6,7045,7,1973,9,1978
13282,1,336,3,360,8,2288,10,649,,,,,,,,
