Item_ID,Effect_1,Effect_2,Effect_3,Effect_4,Effect_5,Effect_6,Effect_7,Effect_8,Effect_9,Effect_10,Effect_11,Effect_12,Effect_13,Effect_14,Effect_15,Effect_16,Effect_17,Effect_18,Effect_19,Effect_20,Effect_21,Effect_22,Effect_23,Effect_24,Effect_25,Effect_26,Effect_27,Effect_28,Effect_29,Effect_30,Effect_31,Effect_32,Effect_33,Effect_34,Effect_35,Effect_36,Effect_37,Effect_38,Effect_39,Effect_40
1965,110_800_800,607_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,110_50_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,110_120_120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,110_150_150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,110_600_600,607_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,110_100_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,110_150_150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,110_200_200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,811_1_1,154_25_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,811_1_1,155_25_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,811_?_?,119_25_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,110_200_200,607_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,610_1_1,110_100_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,110_20_20,139_50_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,139_5000_5000,610_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,110_300_300,610_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,110_500_500,610_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,610_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,110_700_700,610_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,805_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,110_2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,805_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,124_6_20,212_6_10,182_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,149_?_?,205_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,212_3_5,119_31_40,116_1_3,118_31_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,193_?_?,949_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,100_11_18,118_21_35,123_21_35,119_21_35,125_21_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,710_1_1,616_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,710_1_1,616_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,710_1_1,616_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,126_11_50,157_1_20,112_1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,710_1_1,616_170_170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,710_1_1,616_171_171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,710_1_1,616_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,800_?_?,808_64_64,806_0_0,807_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,800_?_?,808_64_64,806_0_0,807_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,800_?_?,808_64_64,806_0_0,807_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,800_?_?,808_64_64,806_0_0,807_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,148_?_?,811_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,110_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,139_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,110_3_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,110_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,110_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,110_1_1,139_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,620_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,620_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,620_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,240_3_8,244_3_8,241_3_8,242_3_8,243_3_8,125_16_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,118_11_50,124_11_20,155_1_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,126_11_50,124_11_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,117_1_1,125_1_40,112_1_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,125_41_80,124_11_15,138_11_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,805_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,620_30_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,620_31_31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,805_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,148_?_?,811_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,148_?_?,811_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134,148_?_?,811_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2152,148_?_?,811_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,241_100_100,242_100_100,243_100_100,240_100_100,244_100_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,111_4_4,125_400_400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,95_41_60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,149_?_?,117_2_2,112_5_5,115_5_5,138_30_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2160,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2161,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,205_3_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,148_?_?,811_3_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,2151_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,620_37_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,193_886_886,193_884_884,193_885_885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183,615_24_24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184,615_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2185,615_29_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2186,615_38_38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2187,805_64_64,810_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188,96_2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2190,193_864_864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2195,805_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196,811_?_?,126_25_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2197,7_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,193_894_894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,811_?_?,124_25_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,811_1_1,156_25_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,193_899_899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206,811_?_?,123_25_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,805_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,811_1_1,152_25_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2213,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,149_50_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215,149_32_32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,149_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218,149_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220,149_46_46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,149_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,149_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226,149_28_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2227,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228,149_14_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,149_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232,149_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233,126_16_30,213_1_2,219_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234,649_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235,649_2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,208_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,153_1_20,811_5_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,193_?_?,193_?_?,193_?_?,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,148_634_634,811_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,110_5_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333,193_?_?,2150_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2341,98_31_50,154_250_250,812_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,149_?_?,649_3_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,110_6_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354,805_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2361,97_31_50,157_250_250,812_1_1,983_64_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2366,96_4_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,159_1_300,211_1_2,218_3_5,124_16_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,159_1_300,212_1_2,215_3_5,124_16_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,111_1_1,125_31_40,124_31_40,112_4_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,212_3_5,215_3_5,119_21_30,118_11_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,125_21_100,182_1_4,127_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,211_3_5,218_3_5,123_26_40,155_26_40,182_1_1,174_31_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2373,124_16_30,155_11_20,125_21_50,119_11_20,212_3_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374,123_16_35,116_1_1,124_11_15,125_16_20,155_11_15,211_3_5,154_11_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,125_21_50,124_6_10,112_2_3,128_1_1,210_3_5,138_6_10,118_21_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376,97_6_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2380,2100_1_1,241_6_20,242_6_20,243_6_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381,125_21_30,211_6_10,214_6_10,177_3_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,174_151_200,119_16_30,125_11_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,125_21_40,213_3_5,241_3_5,242_3_5,243_3_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2384,128_1_1,126_21_35,124_16_30,125_31_50,240_6_10,244_6_10,213_3_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2385,125_31_50,118_31_50,112_3_6,182_2_3,213_7_9,214_7_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,115_3_10,112_3_5,174_51_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,117_1_2,124_11_20,125_31_50,210_3_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388,126_16_30,112_3_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,125_31_50,138_6_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390,124_21_35,214_4_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2391,124_21_35,182_1_2,176_6_15,241_6_10,242_6_10,243_6_10,138_11_15,211_3_5,214_3_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,111_1_1,182_1_2,154_15_15,152_15_15,157_15_15,155_15_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,125_11_30,182_1_1,157_11_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2394,210_3_5,217_3_5,118_16_25,154_16_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,125_16_25,115_2_3,241_2_3,242_2_3,243_2_3,214_1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2396,126_11_17,213_2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2397,125_11_20,212_2_3,211_2_3,213_2_3,210_2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,115_2_5,112_2_5,125_11_20,214_3_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,118_11_17,210_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,128_1_1,125_31_50,124_16_30,112_6_10,176_6_10,241_11_15,242_11_15,243_11_15,214_3_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,100_11_30,125_26_40,138_6_10,119_11_20,156_21_40,174_101_150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,122_1_2,115_3_7,117_1_1,214_1_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2404,118_16_30,125_31_50,124_16_30,174_101_200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2409,126_11_15,213_3_5,124_4_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2410,111_1_1,127_1_1,125_21_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411,118_1_40,126_1_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,126_11_15,182_1_1,174_21_30,213_3_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2413,125_1_50,118_1_30,182_1_1,112_1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2414,174_1_300,125_1_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2415,99_16_25,125_11_15,126_11_15,115_2_3,176_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2416,99_4_8,97_4_8,182_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2417,100_11_15,101_1_1,174_10_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2418,213_3_5,126_16_20,138_5_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,125_1_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2420,112_4_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2421,125_11_15,112_1_1,213_3_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,138_1_15,125_1_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2423,118_1_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2424,213_3_5,126_16_20,115_2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,118_1_10,126_1_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2426,117_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2427,126_11_15,176_1_2,213_3_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,158_1_500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2429,158_51_150,214_4_6,118_11_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2435,119_16_30,157_16_30,152_16_30,176_2_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438,118_1_70,126_1_70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,98_4_8,96_4_8,99_4_8,97_4_8,156_11_60,125_1_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441,125_1_60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442,125_1_70,112_2_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443,118_11_30,126_11_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444,158_101_800,125_21_70,115_1_5,112_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445,118_11_60,210_4_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446,176_6_20,117_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447,176_6_20,124_1_30,126_1_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469,111_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470,128_1_1,176_1_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471,126_11_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472,174_101_400,117_1_2,182_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473,123_1_2,118_1_2,119_1_2,124_1_2,126_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474,123_1_2,118_1_2,119_1_2,124_1_2,126_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475,123_1_2,118_1_2,119_1_2,126_1_2,124_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476,123_1_2,118_1_2,119_1_2,124_1_2,126_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477,123_1_2,118_1_2,119_1_2,124_1_2,126_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478,123_1_2,118_1_2,119_1_2,124_1_2,126_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485,176_1_10,119_1_40,125_1_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489,112_1_7,138_1_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498,125_11_70,117_1_2,152_1_20,155_1_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,123_1_10,125_1_30,112_1_3,211_1_5,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518,126_1_10,125_1_30,112_1_3,213_1_5,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519,123_1_30,125_1_30,124_1_15,211_1_5,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520,126_1_30,125_1_30,124_1_15,213_1_5,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,123_1_20,115_1_4,138_1_10,174_1_100,211_1_5,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522,126_1_20,115_1_4,138_1_10,174_1_100,213_1_5,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523,125_1_20,124_1_15,241_1_5,242_1_5,243_1_5,211_1_5,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524,125_1_20,124_1_15,241_1_5,242_1_5,243_1_5,213_1_5,983_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529,702_1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,123_1_50,125_1_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531,111_1_1,125_1_80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532,124_6_30,123_1_30,176_1_5,115_1_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534,123_11_15,182_1_1,174_21_30,211_3_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,123_11_15,211_3_5,124_4_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537,123_11_15,176_1_2,211_3_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538,702_4_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539,702_1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,702_4_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541,702_7_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,622_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543,702_7_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,100_11_50,2100_1_1,127_1_1,119_1_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,119_1_30,115_1_5,138_11_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,138_11_20,174_11_210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,124_36_50,125_81_120,117_2_2,214_6_10,176_6_10,211_6_10,210_6_10,123_46_60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,811_?_?,174_500_500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,811_1_1,175_50_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2569,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2570,193_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2587,100_4_9,125_5_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2589,100_6_10,125_7_7,118_5_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,100_10_14,125_6_15,119_5_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,100_15_24,126_6_15,124_6_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593,100_16_22,124_11_20,125_21_30,155_6_15,157_6_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2595,100_16_25,118_16_25,125_21_30,124_6_20,174_50_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
